algorithm,task,seed,evaluation_seed,episode,robot,success,episode_reward,episode_length,final_distance,control_distance,collision_count,collision_rate,action_smoothness,terminated,truncated,inference_seconds,mean_inference_ms,source_file,environment_steps
diffusion,push_button,0,10000.0,60,panda,1.0,13.512571055918936,67.0,0.0186066590249538,0.0186066590249538,0.0,0.0,0.0074454760245826,True,False,1.9524848032742737,29.14156422797424,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,61,panda,1.0,13.604915477037435,85.0,0.0258250534534454,0.0258250534534454,0.0,0.0,0.0058163010679379,True,False,2.5316617898643017,29.784256351344727,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,62,panda,1.0,13.419316359817987,104.0,0.0269556269049644,0.0269556269049644,0.0,0.0,0.0104459587452547,True,False,2.995476834475994,28.802661869961483,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,63,panda,1.0,13.72698976886273,78.0,0.0357955247163772,0.0357955247163772,0.0,0.0,0.0064180906414646,True,False,2.286659896373749,29.316152517612164,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,64,panda,1.0,13.58280335950852,77.0,0.0381628274917602,0.0381628274917602,0.0,0.0,0.0064901996102234,True,False,2.26770980283618,29.450776660210128,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,65,panda,1.0,13.701173375010496,79.0,0.0168382078409194,0.0168382078409194,0.0,0.0,0.0062004313063211,True,False,2.289954592473805,28.9867669933393,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,66,panda,0.0,2.430047127604503,200.0,0.2382930070161819,0.2386041222810745,83.0,0.415,0.002512381322669,False,True,5.665848748758435,28.329243743792176,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,67,panda,0.0,2.5669061720371418,200.0,0.2194550931453704,0.2197662680149078,55.0,0.275,0.0024433093289156,False,True,5.656354298815131,28.281771494075656,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,68,panda,1.0,13.555414217501884,81.0,0.0472720824182033,0.0472720824182033,0.0,0.0,0.0117974234580714,True,False,2.375962061807513,29.332864960586583,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,69,panda,0.0,2.633231464028376,200.0,0.2104904502630233,0.2108016251325607,67.0,0.335,0.0067052044981409,False,True,5.667722528800368,28.33861264400184,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,70,panda,1.0,13.266269200295216,80.0,0.0440581478178501,0.0440581478178501,0.0,0.0,0.0061534282038012,True,False,2.275353418663144,28.4419177332893,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,71,panda,0.0,3.5443113327026543,200.0,0.04494309425354,0.0452542095184326,34.0,0.17,0.0027987450908909,False,True,5.652953278273344,28.26476639136672,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,72,panda,0.0,2.97815229296686,200.0,0.1341502964496612,0.1344614713191986,79.0,0.395,0.0025044742551049,False,True,5.653076373040676,28.26538186520338,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,73,panda,1.0,13.708624665930872,83.0,0.0272676404565572,0.0272676404565572,0.0,0.0,0.0059797531030157,True,False,2.3847829923033714,28.732325208474357,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,74,panda,0.0,2.8347511917352834,200.0,0.1363456696271896,0.1366569041013717,66.0,0.33,0.0039840847303374,False,True,5.638470374979079,28.192351874895397,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,75,panda,1.0,13.340959673821937,110.0,0.0518486574292182,0.0518486574292182,0.0,0.0,0.0045111544991982,True,False,3.171788829378784,28.83444390344349,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,76,panda,1.0,13.515632910907277,77.0,0.035802699625492,0.035802699625492,0.0,0.0,0.0064431380326218,True,False,2.275068271905184,29.546341193573816,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,77,panda,1.0,13.66167063373328,82.0,0.0372379496693611,0.0372379496693611,0.0,0.0,0.0060541073326484,True,False,2.3870414160192013,29.11026117096587,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,78,panda,1.0,13.646397014617923,84.0,0.0233559012413024,0.0233559012413024,0.0,0.0,0.0059157960737359,True,False,2.385602256283164,28.400026860513854,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,79,panda,1.0,13.31371050637961,83.0,0.0457641556859016,0.0457641556859016,0.0,0.0,0.0114236211382642,True,False,2.3775242902338505,28.644870966672897,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,80,panda,0.0,3.058314803242701,200.0,0.1784229725599289,0.178734207034111,83.0,0.415,0.0026117957965701,False,True,5.66021176148206,28.3010588074103,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,81,panda,1.0,13.583358082115655,86.0,0.0505556091666221,0.0525086535811424,0.0,0.0,0.0058188203144023,True,False,2.489786772057414,28.951008977411792,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,82,panda,1.0,13.60121032497288,149.0,0.0449388958513736,0.0449388958513736,0.0,0.0,0.0080579627773331,True,False,4.293391270563006,28.81470651384568,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,83,panda,1.0,13.365601600557572,95.0,0.0383674018085002,0.0383674018085002,0.0,0.0,0.0052305422549044,True,False,2.7195470491424203,28.626811043604423,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,84,panda,1.0,13.601977679193029,94.0,0.0219382122159004,0.0219382122159004,0.0,0.0,0.0067344120175685,True,False,2.719548769295216,28.93136988611932,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,85,panda,0.0,1.6450811505317868,200.0,0.3516397476196289,0.3519511013031006,107.0,0.535,0.0024858876124967,False,True,5.685745920985937,28.42872960492969,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
diffusion,push_button,0,10000.0,86,panda,0.0,2.0049973905086698,200.0,0.3649031817913055,0.3652144162654877,91.0,0.455,0.0025684994286735,False,True,5.656008550897241,28.280042754486203,/home/22010759/capstone2_ur3_vla/ALong_ARL/outputs/diffusion_push_button_seed0/evaluation/episode_metrics.csv,
